order_details_id,order_id,pizza_id,quantity
20001,13001,pizza_mushroom_xl,3
20002,13001,pizza_mushroom_xl,2
20003,13001,pizza_spinach_feta_xl,2
20004,13001,pizza_veggie_s,1
20005,13001,pizza_pepperoni_m,2
20006,13002,pizza_meat_lovers_s,3
20007,13002,pizza_meat_lovers_l,2
20008,13002,pizza_buffalo_chicken_l,3
20009,13003,pizza_margherita_s,2
20010,13004,pizza_veggie_l,3
20011,13005,pizza_spinach_feta_l,3
20012,13005,pizza_buffalo_chicken_m,1
20013,13005,pizza_margherita_l,1
20014,13005,pizza_buffalo_chicken_xl,1
20015,13006,pizza_buffalo_chicken_l,1
20016,13006,pizza_veggie_m,1
20017,13007,pizza_supreme_l,3
20018,13007,pizza_meat_lovers_l,3
20019,13007,pizza_spinach_feta_l,3
20020,13008,pizza_buffalo_chicken_s,3
20021,13009,pizza_buffalo_chicken_l,1
20022,13009,pizza_hawaiian_l,1
20023,13009,pizza_bbq_chicken_l,3
20024,13009,pizza_spinach_feta_l,1
20025,13009,pizza_meat_lovers_l,1
20026,13010,pizza_buffalo_chicken_l,1
20027,13011,pizza_mushroom_l,3
20028,13011,pizza_buffalo_chicken_m,1
20029,13012,pizza_hawaiian_l,2
20030,13012,pizza_veggie_s,1
20031,13012,pizza_hawaiian_xl,2
20032,13013,pizza_buffalo_chicken_xl,1
20033,13013,pizza_spinach_feta_m,3
20034,13013,pizza_bbq_chicken_m,2
20035,13013,pizza_bbq_chicken_xl,2
20036,13013,pizza_veggie_xl,2
20037,13014,pizza_meat_lovers_xl,2
20038,13014,pizza_meat_lovers_s,3
20039,13014,pizza_bbq_chicken_s,3
20040,13015,pizza_mushroom_xl,2
20041,13015,pizza_supreme_xl,3
20042,13015,pizza_buffalo_chicken_l,2
20043,13016,pizza_pepperoni_l,3
20044,13016,pizza_supreme_m,2
20045,13016,pizza_supreme_m,2
20046,13016,pizza_hawaiian_s,3
20047,13017,pizza_veggie_xl,3
20048,13017,pizza_mushroom_l,3
20049,13018,pizza_supreme_l,3
20050,13018,pizza_veggie_s,1
20051,13019,pizza_hawaiian_xl,1
20052,13019,pizza_spinach_feta_m,3
20053,13019,pizza_bbq_chicken_s,2
20054,13020,pizza_pepperoni_xl,1
20055,13021,pizza_buffalo_chicken_l,3
20056,13022,pizza_margherita_l,2
20057,13022,pizza_buffalo_chicken_s,2
20058,13023,pizza_buffalo_chicken_l,1
20059,13024,pizza_bbq_chicken_l,1
20060,13025,pizza_buffalo_chicken_xl,1
20061,13025,pizza_margherita_l,1
20062,13025,pizza_spinach_feta_s,3
20063,13026,pizza_mushroom_m,1
20064,13026,pizza_bbq_chicken_l,1
